YB,YB_long,YB_lat,8umphotom,12umphotom,24umphotom,70umphotom,8flag1,12flag1,24flag1,70flag1
ID Number,degree,degree,Jy,Jy,Jy,Jy,Saturated,Saturated,Saturated,Saturated
2571,76.55623302,0.73567703,,,,,,,,
2572,76.56269042,-0.11832524,,,,,,,,
2573,76.60639739,2.075448111,,,,,,,,
2574,76.69651982,1.975178309,,,,,,,,
2575,76.72687393,1.99530389,,,,,,,,
2576,76.74559265,-0.81839508,,,,,,,,
2577,76.75061896,1.427302555,,,,,,,,
2578,76.75695334,0.79755813,,,,,,,,
2579,76.75871497,1.429862873,,,,,,,,
2580,76.78328663,-0.009146766,,,,,,,,
2581,76.79052487,-0.270390463,,,,,,,,
2582,76.79160647,-0.392940219,,,,,,,,
2583,76.79549383,-0.171135181,,,,,,,,
2584,76.84204887,0.121948283,,,,,,,,
2585,76.85450256,1.491511157,,,,,,,,
2586,76.86334264,-0.434807984,,,,,,,,
2587,76.87570267,1.865723239,,,,,,,,
2588,76.87806678,1.626548364,,,,,,,,
2589,76.92441015,2.050113868,,,,,,,,
2590,76.9294353,2.032943698,,,,,,,,
2591,76.94191239,1.45093792,,,,,,,,
2592,76.9455298,1.446990018,,,,,,,,
2593,76.94678043,-0.392756413,,,,,,,,
2594,76.95008149,1.443477582,,,,,,,,
2595,76.96286482,-0.390955449,,,,,,,,
2596,76.99445465,1.50381162,,,,,,,,
2597,76.99712683,1.507012291,,,,,,,,
2598,76.99821611,1.514593664,,,,,,,,
2599,77.02590704,-0.265316918,,,,,,,,
2600,77.04677,0.677425592,,,,,,,,
2601,77.05045082,0.740945802,,,,,,,,
2602,77.06558629,-0.438316667,,,,,,,,
2603,77.07981613,0.408290482,,,,,,,,
2604,77.10716771,-1.090104537,,,,,,,,
2605,77.15678113,2.256870888,,,,,,,,
2606,77.17761618,2.243609663,,,,,,,,
2607,77.1797095,1.061254247,,,,,,,,
2608,77.18004201,-0.470638677,,,,,,,,
2609,77.18346814,-0.480072371,,,,,,,,
2610,77.18917326,-0.286951541,,,,,,,,
2611,77.20973938,0.823786872,,,,,,,,
2612,77.21994137,0.626385037,,,,,,,,
2613,77.2296226,-0.761938329,,,,,,,,
2614,77.23473944,1.169032652,,,,,,,,
2615,77.26173316,1.519985802,,,,,,,,
2616,77.27151499,1.297184051,,,,,,,,
2617,77.27380371,-0.576675137,,,,,,,,
2618,77.284726,0.426373536,,,,,,,,
2619,77.30847329,2.286242965,,,,,,,,
2620,77.31163834,-0.453320138,,,,,,,,
2621,77.31546221,1.613597501,,,,,,,,
2622,77.35843059,-0.566994701,,,,,,,,
2623,77.37312851,-0.367689565,,,,,,,,
2624,77.37996772,-0.911581902,,,,,,,,
2625,77.38828397,0.228232537,,,,,,,,
2626,77.39518874,1.592300062,,,,,,,,
2627,77.43988604,1.716912806,,,,,,,,
2628,77.44026623,-0.005095032,,,,,,,,
2629,77.45740032,-0.914408045,,,,,,,,
2630,77.50180401,1.801593393,,,,,,,,
2631,77.50216245,1.09896964,,,,,,,,
2632,77.50494104,2.136568379,,,,,,,,
2633,77.54102814,1.233882103,,,,,,,,
2634,77.56558844,1.233450678,,,,,,,,
2635,77.59306048,1.467260678,,,,,,,,
2636,77.60617165,0.550483909,,,,,,,,
2637,77.60806298,0.554993807,,,,,,,,
2638,77.61017029,-0.438563341,,,,,,,,
2639,77.6197422,2.423096459,,,,,,,,
2640,77.62008505,-0.467285636,,,,,,,,
2641,77.62602106,1.014932465,,,,,,,,
2642,77.62795631,-0.409303585,,,,,,,,
2643,77.65817036,-0.981501986,,,,,,,,
2644,77.69134234,-0.68744625,,,,,,,,
2645,77.71149319,2.190719576,,,,,,,,
2646,77.72564174,1.242436467,,,,,,,,
2647,77.7821929,1.074772877,,,,,,,,
2648,77.80407943,0.85113851,,,,,,,,
2649,77.81704828,0.362757337,,,,,,,,
2650,77.81775123,1.015093653,,,,,,,,
2651,77.81920085,-1.303300136,,,,,,,,
2652,77.83910413,0.860342942,,,,,,,,
2653,77.84207404,2.747110746,,,,,,,,
2654,77.86353156,1.82776307,,,,,,,,
2655,77.89764267,1.718744348,,,,,,,,
2656,77.9113762,1.389429102,,,,,,,,
2657,77.92007822,1.650484581,,,,,,,,
2658,77.92124722,1.687370456,,,,,,,,
2659,77.92943242,1.679678052,,,,,,,,
2660,77.93540852,0.944681022,,,,,,,,
2661,77.95485554,0.006031992,,,,,,,,
2662,77.95768975,2.133042323,,,,,,,,
2663,77.9627713,-0.008488989,,,,,,,,
2664,77.9657169,0.411605747,,,,,,,,
2665,78.00273609,-1.244658106,,,,,,,,
2666,78.01791023,0.263311077,,,,,,,,
2667,78.03112925,0.82850692,,,,,,,,
2668,78.04643267,1.488397863,,,,,,,,
2669,78.0679126,-0.443552237,,,,,,,,
2670,78.08403529,1.991810138,,,,,,,,
2671,78.08485072,2.640830041,,,,,,,,
2672,78.12190802,1.025792495,,,,,,,,
2673,78.12777155,1.020671429,,,,,,,,
2674,78.13187095,1.022786967,,,,,,,,
2675,78.14604354,1.822490002,,,,,,,,
2676,78.14691622,1.10412098,,,,,,,,
2677,78.1530428,0.69297761,,,,,,,,
2678,78.15716115,1.093267495,,,,,,,,
2679,78.16201157,-0.552856633,,,,,,,,
2680,78.19264406,0.217858917,,,,,,,,
2681,78.19471218,0.549746555,,,,,,,,
2682,78.19602668,0.226828518,,,,,,,,
2683,78.20929186,0.889756224,,,,,,,,
2684,78.21807922,1.206326246,,,,,,,,
2685,78.22376575,0.739024951,,,,,,,,
2686,78.23257921,1.548050709,,,,,,,,
2687,78.23418398,0.088947995,,,,,,,,
2688,78.23629409,0.242395236,,,,,,,,
2689,78.25459613,0.248937678,,,,,,,,
2690,78.26210351,2.413942833,,,,,,,,
2691,78.27447131,0.07998876,,,,,,,,
2692,78.27729208,0.043200098,,,,,,,,
2693,78.28278201,-1.368717264,,,,,,,,
2694,78.286772,0.352868634,,,,,,,,
2695,78.29468677,0.373944665,,,,,,,,
2696,78.29923089,0.452003496,,,,,,,,
2697,78.32311998,-1.710583321,,,,,,,,
2698,78.32560877,2.573588775,,,,,,,,
2699,78.3295426,2.803045148,,,,,,,,
2700,78.33464597,1.291997661,,,,,,,,
2701,78.37103716,2.177495349,,,,,,,,
2702,78.39826084,2.532506935,,,,,,,,
2703,78.40305563,-0.21519349,,,,,,,,
2704,78.41280406,2.480576265,,,,,,,,
2705,78.41364859,0.850415394,,,,,,,,
2706,78.4333243,1.854213294,,,,,,,,
2707,78.4362354,2.656291817,,,,,,,,
2708,78.46109825,1.498996106,,,,,,,,
2709,78.46935149,-0.181723989,,,,,,,,
2710,78.48985647,0.840229768,,,,,,,,
2711,78.49573771,2.944701497,,,,,,,,
2712,78.49581124,0.617978722,,,,,,,,
2713,78.50791945,2.151686417,,,,,,,,
2714,78.52735052,1.377416403,,,,,,,,
2715,78.54444431,0.199205263,,,,,,,,
2716,78.54639652,1.658123021,,,,,,,,
2717,78.5596822,0.864602666,,,,,,,,
2718,78.57569333,0.594366496,,,,,,,,
2719,78.57990825,2.409533659,,,,,,,,
2720,78.59930811,2.628963289,,,,,,,,
2721,78.60062988,3.067386652,,,,,,,,
2722,78.63009135,2.970446081,,,,,,,,
2723,78.63086563,-1.041385527,,,,,,,,
2724,78.64599845,2.952515574,,,,,,,,
2725,78.65180173,2.951005228,,,,,,,,
2726,78.67161167,0.278634349,,,,,,,,
2727,78.68173311,-1.402384375,,,,,,,,
2728,78.72569513,0.445378064,,,,,,,,
2729,78.75196028,0.902431028,,,,,,,,
2730,78.75264047,-2.224369008,,,,,,,,
2731,78.75913376,0.596624208,,,,,,,,
2732,78.76119151,2.88724416,,,,,,,,
2733,78.77253553,3.041788073,,,,,,,,
2734,78.77374143,0.745234404,,,,,,,,
2735,78.77390281,2.526216392,,,,,,,,
2736,78.77409076,2.629350888,,,,,,,,
2737,78.77665821,-2.224970117,,,,,,,,
2738,78.77743292,1.693930887,,,,,,,,
2739,78.78701757,0.67306852,,,,,,,,
2740,78.79023619,-2.206820343,,,,,,,,
2741,78.79029552,0.590528949,,,,,,,,
2742,78.80923818,-1.083697762,,,,,,,,
2743,78.82764814,3.294270876,,,,,,,,
2744,78.82928251,-0.972187408,,,,,,,,
2745,78.83528261,2.988954702,,,,,,,,
2746,78.83813082,1.485590942,,,,,,,,
2747,78.84242851,3.331619055,,,,,,,,
2748,78.85214462,3.306406772,,,,,,,,
2749,78.85487783,-1.69997466,,,,,,,,
2750,78.87131238,0.109521991,,,,,,,,
2751,78.87136002,2.769514892,,,,,,,,
2752,78.87533741,3.378588497,,,,,,,,
2753,78.88071931,0.468529231,,,,,,,,
2754,78.88153597,0.603207352,,,,,,,,
2755,78.88502166,3.505735871,,,,,,,,
2756,78.89003311,1.832589499,,,,,,,,
2757,78.8996223,-0.267566339,,,,,,,,
2758,78.90223701,0.425780101,,,,,,,,
2759,78.91744885,-0.427491947,,,,,,,,
2760,78.92027924,0.104336244,,,,,,,,
2761,78.94713659,3.584477784,,,,,,,,
2762,78.98751426,0.218130091,,,,,,,,
2763,79.01177843,-0.114520344,,,,,,,,
2764,79.01408219,0.310905556,,,,,,,,
2765,79.0219661,-1.374663141,,,,,,,,
2766,79.04409162,1.175164771,,,,,,,,
2767,79.06178194,3.452351864,,,,,,,,
2768,79.06680272,-0.96608065,,,,,,,,
2769,79.07825044,1.333489413,,,,,,,,
2770,79.0808356,1.18091571,,,,,,,,
2771,79.08169149,0.973125054,,,,,,,,
2772,79.09501745,3.545210584,,,,,,,,
2773,79.1027619,0.943113064,,,,,,,,
2774,79.11946229,3.390015342,,,,,,,,
2775,79.12341715,-0.749675263,,,,,,,,
2776,79.1238111,-0.771601432,,,,,,,,
2777,79.12792402,0.963053834,,,,,,,,
2778,79.13026989,-0.730466291,,,,,,,,
2779,79.14326547,-0.052801733,,,,,,,,
2780,79.14583293,-0.93981198,,,,,,,,
2781,79.15088158,1.828843827,,,,,,,,
2782,79.16058408,0.503780868,,,,,,,,
2783,79.17491331,-2.13528142,,,,,,,,
2784,79.18502076,1.447514898,,,,,,,,
2785,79.18536099,-0.071071349,,,,,,,,
2786,79.20357188,-0.842009396,,,,,,,,
2787,79.21771724,-1.950961034,,,,,,,,
2788,79.22409319,1.869844325,,,,,,,,
2789,79.22761064,-1.885599609,,,,,,,,
2790,79.22926515,0.00956281,,,,,,,,
2791,79.27601469,-0.140371213,,,,,,,,
2792,79.28644502,-0.845813735,,,,,,,,
2793,79.29185397,-1.265425402,,,,,,,,
2794,79.29497716,1.047777804,,,,,,,,
2795,79.29510898,2.492215542,,,,,,,,
2796,79.29541391,1.027557683,,,,,,,,
2797,79.29796804,1.664951271,,,,,,,,
2798,79.30347315,-0.247016081,,,,,,,,
2799,79.30455462,1.305497092,,,,,,,,
2800,79.30830693,1.421522337,,,,,,,,
2801,79.32249444,1.290029384,,,,,,,,
2802,79.3227649,0.600428399,,,,,,,,
2803,79.32535678,-0.4583216,,,,,,,,
2804,79.32997142,1.280570346,,,,,,,,
2805,79.33293886,-1.847062194,,,,,,,,
2806,79.35192307,0.002837637,,,,,,,,
2807,79.36441994,0.579239147,,,,,,,,
2808,79.37592954,1.323108587,,,,,,,,
2809,79.38275667,3.077564066,,,,,,,,
2810,79.40130615,1.78747764,,,,,,,,
2811,79.40390071,-1.060353836,,,,,,,,
2812,79.4285988,2.362099869,,,,,,,,
2813,79.44520289,-1.959140919,,,,,,,,
2814,79.44945642,0.997755801,,,,,,,,
2815,79.45213263,1.418504933,,,,,,,,
2816,79.45758347,2.261874582,,,,,,,,
2817,79.45802499,3.443243415,,,,,,,,
2818,79.48218238,-0.717320215,,,,,,,,
2819,79.49014261,0.813347334,,,,,,,,
2820,79.53724481,1.331986165,,,,,,,,
2821,79.56620814,-0.756994489,,,,,,,,
2822,79.58130085,-1.653308563,,,,,,,,
2823,79.58783032,1.663098436,,,,,,,,
2824,79.59342099,-0.525902916,,,,,,,,
2825,79.6004293,-0.413443828,,,,,,,,
2826,79.62466859,-1.972694237,,,,,,,,
2827,79.62678365,2.356690469,,,,,,,,
2828,79.64025755,1.041762995,,,,,,,,
2829,79.64625497,1.044040164,,,,,,,,
2830,79.66013116,1.121206623,,,,,,,,
2831,79.66658702,2.267157748,,,,,,,,
2832,79.6813729,2.273827902,,,,,,,,
2833,79.68260309,0.783118596,,,,,,,,
2834,79.6869464,-1.931599969,,,,,,,,
2835,79.69107405,-1.928954746,,,,,,,,
2836,79.6919889,2.273826372,,,,,,,,
2837,79.70643916,1.391473537,,,,,,,,
2838,79.71527849,0.424718959,,,,,,,,
2839,79.71948948,0.382974791,,,,,,,,
2840,79.71960833,0.426741151,,,,,,,,
2841,79.72113085,2.795394529,,,,,,,,
2842,79.72420159,2.017641773,,,,,,,,
2843,79.72853232,1.453380521,,,,,,,,
2844,79.73252663,3.416334012,,,,,,,,
2845,79.73324212,-0.897747723,,,,,,,,
2846,79.73609378,3.422280318,,,,,,,,
2847,79.74923721,0.368462619,,,,,,,,
2848,79.75105105,-0.352476457,,,,,,,,
2849,79.75116724,-0.377169553,,,,,,,,
2850,79.75163335,1.075022875,,,,,,,,
2851,79.76105079,1.583923197,,,,,,,,
2852,79.78084006,2.075784203,,,,,,,,
2853,79.78724939,1.315437844,,,,,,,,
2854,79.79406581,2.482005474,,,,,,,,
2855,79.80859601,0.899500704,,,,,,,,
2856,79.81669674,1.121068424,,,,,,,,
2857,79.81862124,0.284376609,,,,,,,,
2858,79.82201514,0.093812826,,,,,,,,
2859,79.82437339,1.765892276,,,,,,,,
2860,79.83140043,1.259666168,,,,,,,,
2861,79.86339485,2.126992428,,,,,,,,
2862,79.86603976,2.140557459,,,,,,,,
2863,79.86758031,1.177405813,,,,,,,,
2864,79.87447213,1.182850117,,,,,,,,
2865,79.88128986,-1.80222282,,,,,,,,
2866,79.90031342,2.062423353,,,,,,,,
2867,79.90287778,2.071486198,,,,,,,,
2868,79.92295247,-1.504093316,,,,,,,,
2869,79.92574474,0.908804344,,,,,,,,
2870,79.94021217,-1.076569776,,,,,,,,
2871,79.96368676,0.580184467,,,,,,,,
2872,79.97782639,3.075085349,,,,,,,,
2873,79.98170826,-0.945800685,,,,,,,,
2874,79.98486517,0.840751759,,,,,,,,
2875,79.9885733,3.273548145,,,,,,,,
2876,80.01595068,0.312166787,,,,,,,,
2877,80.02786746,2.828214784,,,,,,,,
2878,80.0332418,2.072549773,,,,,,,,
2879,80.03435547,2.0640299,,,,,,,,
2880,80.04445686,3.066399433,,,,,,,,
2881,80.04448594,-0.598046968,,,,,,,,
2882,80.04554108,0.309915809,,,,,,,,
2883,80.0626279,0.12104204,,,,,,,,
2884,80.08233771,-1.37649184,,,,,,,,
2885,80.08595657,-0.708418301,,,,,,,,
2886,80.09865712,0.181364501,,,,,,,,
2887,80.09973805,-1.228512655,,,,,,,,
2888,80.10500265,0.183109527,,,,,,,,
2889,80.1081866,3.03672875,,,,,,,,
2890,80.12006191,1.788882362,,,,,,,,
2891,80.1253791,2.916391453,,,,,,,,
2892,80.13249871,-0.138826559,,,,,,,,
2893,80.1327048,1.129477459,,,,,,,,
2894,80.13767718,3.352426029,,,,,,,,
2895,80.14158936,2.967091722,,,,,,,,
2896,80.15379005,-1.518308053,,,,,,,,
2897,80.15415746,-0.551251845,,,,,,,,
2898,80.16780368,0.529492682,,,,,,,,
2899,80.17019829,-1.701823947,,,,,,,,
2900,80.17224225,2.744478823,,,,,,,,
2901,80.1807111,-0.489063989,,,,,,,,
2902,80.18681086,3.071021577,,,,,,,,
2903,80.20109973,-1.709658797,,,,,,,,
2904,80.20156266,0.121164675,,,,,,,,
2905,80.2088447,-1.559528382,,,,,,,,
2906,80.22118355,2.359871693,,,,,,,,
2907,80.23061377,3.020852433,,,,,,,,
2908,80.25900351,-1.286055508,,,,,,,,
2909,80.26661121,2.731995192,,,,,,,,
2910,80.26853158,1.310060013,,,,,,,,
2911,80.27207853,1.468812971,,,,,,,,
2912,80.27926779,-0.540823755,,,,,,,,
2913,80.29493514,-1.796560034,,,,,,,,
2914,80.30853037,1.301610024,,,,,,,,
2915,80.31446025,2.40178466,,,,,,,,
2916,80.31645447,0.304290189,,,,,,,,
2917,80.32141238,2.405532101,,,,,,,,
2918,80.33508261,-1.189902105,,,,,,,,
2919,80.34069972,0.514924297,,,,,,,,
2920,80.34177737,-1.188871319,,,,,,,,
2921,80.34999957,0.726491345,,,,,,,,
2922,80.35201554,0.710582501,,,,,,,,
2923,80.36234245,0.766161238,,,,,,,,
2924,80.39102179,0.81618702,,,,,,,,
2925,80.44002014,1.171463191,,,,,,,,
2926,80.45214422,-1.056331289,,,,,,,,
2927,80.47997385,-0.983689796,,,,,,,,
2928,80.48508341,-0.227226415,,,,,,,,
2929,80.49343327,2.931520187,,,,,,,,
2930,80.5049491,2.922626788,,,,,,,,
2931,80.50909495,1.127351816,,,,,,,,
2932,80.52206988,0.714883381,,,,,,,,
2933,80.52555763,1.165110714,,,,,,,,
2934,80.56928325,1.006646666,,,,,,,,
2935,80.60653336,2.214877367,,,,,,,,
2936,80.61007233,1.299656342,,,,,,,,
2937,80.63360041,0.684803303,,,,,,,,
2938,80.63867223,0.677477797,,,,,,,,
2939,80.68075478,1.264344026,,,,,,,,
2940,80.69411559,0.698681531,,,,,,,,
2941,80.6949118,0.309556562,,,,,,,,
2942,80.69789991,0.693588487,,,,,,,,
2943,80.70859172,-1.360993335,,,,,,,,
2944,80.70863019,-0.237026375,,,,,,,,
2945,80.7174645,1.113479773,,,,,,,,
2946,80.71790752,1.749991941,,,,,,,,
2947,80.71791992,-0.95780216,,,,,,,,
2948,80.72321654,-0.116594196,,,,,,,,
2949,80.73282016,2.092321072,,,,,,,,
2950,80.74535689,2.036442052,,,,,,,,
2951,80.76233351,2.324831111,,,,,,,,
2952,80.77242318,1.144329508,,,,,,,,
2953,80.77834121,2.347883394,,,,,,,,
2954,80.8214049,0.578402434,,,,,,,,
2955,80.82508441,0.565467009,,,,,,,,
2956,80.82853572,-0.368629129,,,,,,,,
2957,80.83447475,2.208471545,,,,,,,,
2958,80.8625772,1.198747096,,,,,,,,
2959,80.88759875,0.307452282,,,,,,,,
2960,80.88812749,-0.052858822,,,,,,,,
2961,80.89277685,1.827998207,,,,,,,,
2962,80.91294055,-0.060310354,,,,,,,,
2963,80.92845708,1.215825417,,,,,,,,
2964,80.93504103,2.110463076,,,,,,,,
2965,80.93918342,-0.127355189,,,,,,,,
2966,80.96637467,-0.403374206,,,,,,,,
2967,80.97794024,-0.585773036,,,,,,,,
2968,80.98786755,-0.016882753,,,,,,,,
2969,81.01093385,2.214097143,,,,,,,,
2970,81.01481886,1.53795407,,,,,,,,
2971,81.04821221,0.232403504,,,,,,,,
2972,81.10010564,-0.592466608,,,,,,,,
2973,81.10623857,0.209595784,,,,,,,,
2974,81.10780807,2.035226735,,,,,,,,
2975,81.11127462,-0.145692551,,,,,,,,
2976,81.11845703,1.513554984,,,,,,,,
2977,81.12236357,-0.13333239,,,,,,,,
2978,81.23260458,1.718120966,,,,,,,,
2979,81.27041053,0.083226278,,,,,,,,
2980,81.27863146,2.230420133,,,,,,,,
2981,81.38045046,1.904210654,,,,,,,,
2982,81.42440219,1.006289118,,,,,,,,
2983,81.42454784,0.690577777,,,,,,,,
2984,81.43259597,0.71320077,,,,,,,,
2985,81.44075488,0.475738444,,,,,,,,
2986,81.44212614,0.765954344,,,,,,,,
2987,81.44577776,0.762475378,,,,,,,,
2988,81.45090338,0.729664641,,,,,,,,
2989,81.45922495,0.703373772,,,,,,,,
2990,81.46356727,0.479041459,,,,,,,,
2991,81.50337889,2.04481164,,,,,,,,
2992,81.58946215,1.908522979,,,,,,,,
2993,81.64110672,0.482325522,,,,,,,,
2994,81.66257395,0.542703442,,,,,,,,
2995,81.6737872,0.544593396,,,,,,,,
2996,81.71287361,0.559714201,,,,,,,,
2997,81.71301226,0.579685208,,,,,,,,
2998,81.78459001,0.267847745,,,,,,,,
2999,81.81647632,0.888968844,,,,,,,,
3000,81.81661896,1.213032096,,,,,,,,
3001,81.83164013,0.861576642,,,,,,,,
3002,81.84876786,0.755451246,,,,,,,,
3003,81.87923741,0.782602459,,,,,,,,
3004,81.89698464,0.986928086,,,,,,,,
3005,81.90164042,0.98416898,,,,,,,,
3006,81.90865841,0.795914512,,,,,,,,
3007,81.98368573,0.802193712,,,,,,,,
3008,82.04322068,1.358933286,,,,,,,,
3009,82.09446871,-0.61013218,,,,,,,,
3010,82.09484327,-0.385596956,,,,,,,,
3011,82.10050451,0.14880787,,,,,,,,
3012,82.16713113,-0.762459676,,,,,,,,
3013,82.17291665,0.078616307,,,,,,,,
3014,82.20887055,-0.876665509,,,,,,,,
3015,82.21107276,-0.903995178,,,,,,,,
3016,82.25011842,1.058210268,,,,,,,,
3017,82.25449455,0.757645411,,,,,,,,
3018,82.25606047,-0.806452395,,,,,,,,
3019,82.25746057,-0.441653587,,,,,,,,
3020,82.25850493,-0.810584348,,,,,,,,
3021,82.26001309,-0.688081993,,,,,,,,
3022,82.28079868,-0.66755542,,,,,,,,
3023,82.31802225,0.786006844,,,,,,,,
3024,82.3838669,-0.200131542,,,,,,,,
3025,82.40149824,-0.216225391,,,,,,,,
3026,82.40696035,0.30100779,,,,,,,,
3027,82.49176228,-0.169386213,,,,,,,,
3028,82.52801097,-0.222147936,,,,,,,,
3029,82.5658049,0.406550936,,,,,,,,
3030,82.56781681,0.195061128,,,,,,,,
3031,82.61589651,-0.003665967,,,,,,,,
3032,82.67666521,0.161762098,,,,,,,,
3033,82.86182946,0.396975578,,,,,,,,
3034,82.86695262,0.40100412,,,,,,,,
3035,101.2360093,2.62790407,,0.00478,0.01696,0.09037,1,0,0,0
3036,101.3222692,2.683183062,0.74596,0.62184,4.33923,18.74383,0,0,0,0
3037,101.3236063,2.530120671,,0.05456,0.08696,1.81894,1,0,0,0
3038,101.3371391,3.013118811,,,,,,,,
3039,101.4137975,2.614584485,,,,,,,,
3040,101.5907499,2.889377377,,,,,,,,
3041,101.6668515,2.823833363,,,,,,,,
3042,101.7675514,2.812211999,,,,,,,,
3043,101.8520162,2.908235626,,,,,,,,
3044,101.9988173,2.429083727,,,,,,,,
3045,102.0802124,1.41492859,,,,,,,,
3046,102.0877496,3.04307952,,,,,,,,
3047,102.1017081,1.344831086,,,,,,,,
3048,102.109868,2.330712238,,,,,,,,
3049,102.133241,2.432197128,,,,,,,,
3050,102.1770926,1.246490082,,,,,,,,
3051,102.1841487,1.855871197,,,,,,,,
3052,102.3103439,2.127744306,,,,,,,,
3053,102.3223369,2.936274929,,,,,,,,
3054,102.3829837,2.738797654,,,,,,,,
3055,102.3874552,2.738077745,,,,,,,,
3056,102.4722241,1.723589864,,,,,,,,
3057,102.5644593,2.120030163,,,,,,,,
3058,102.5781968,2.866040095,,,,,,,,
3059,102.5945602,0.845004811,,,,,,,,
3060,102.5946906,0.099492494,,,,,,,,
3061,102.5986197,2.067479158,,,,,,,,
3062,102.6577276,1.626104868,,,,,,,,
3063,102.6710688,1.811485011,,,,,,,,
3064,102.6756535,2.894157682,,,,,,,,
3065,102.7272664,2.263226933,,,,,,,,
3066,102.7349257,0.147503296,,,,,,,,
3067,102.8066935,1.051714339,,,,,,,,
3068,102.8132297,0.313783431,,,,,,,,
3069,102.8224203,1.19073217,,,,,,,,
3070,102.8463384,1.223801967,,,,,,,,
3071,102.8841009,0.406180893,,,,,,,,
3072,103.1015164,1.961482855,,,,,,,,
3073,103.2026033,1.961652498,,,,,,,,
3074,103.223699,0.676087276,,,,,,,,
3075,103.2310269,0.908353466,,,,,,,,
3076,103.2318876,2.526018206,,,,,,,,
3077,103.2368032,2.664112393,,,,,,,,
3078,103.2400115,1.970157566,,,,,,,,
3079,103.3144848,0.22860004,,,,,,,,
3080,103.3288256,1.787046231,,,,,,,,
3081,103.3332029,1.786061246,,,,,,,,
3082,103.3486188,2.456655814,,,,,,,,
3083,103.4136153,1.216125944,,,,,,,,
3084,103.4468138,1.150920906,,,,,,,,
3085,103.4571259,3.0702629,,,,,,,,
3086,103.4622736,1.444045766,,,,,,,,
3087,103.4623553,1.721938566,,,,,,,,
3088,103.4624581,1.905004854,,,,,,,,
3089,103.465749,0.560258708,,,,,,,,
3090,103.4670836,1.546871715,,,,,,,,
3091,103.471401,1.54422599,,,,,,,,
3092,103.4787447,1.518745859,,,,,,,,
3093,103.4828264,0.531860994,,,,,,,,
3094,103.4834354,2.000915232,,,,,,,,
3095,103.4966536,1.585152678,,,,,,,,
3096,103.5178924,1.527282008,,,,,,,,
3097,103.5294751,1.640659522,,,,,,,,
3098,103.6254428,0.750938505,,,,,,,,
3099,103.6357287,2.201757076,,,,,,,,
3100,103.6398823,1.088886343,,,,,,,,
3101,103.6573603,1.406009911,,,,,,,,
3102,103.6895693,0.436411563,,,,,,,,
3103,103.7027604,2.507832294,,,,,,,,
3104,103.7121445,1.956575875,,,,,,,,
3105,103.727154,1.805496365,,,,,,,,
3106,103.7485206,2.182582142,,,,,,,,
3107,103.7999546,1.39662465,,,,,,,,
3108,103.8009137,1.24491927,,,,,,,,
3109,103.8023888,0.407564398,,,,,,,,
3110,103.8537316,1.233560337,,,,,,,,
3111,103.8749215,1.859200702,,,,,,,,
3112,103.9551092,1.098284088,,,,,,,,
3113,103.9988404,2.224787884,,,,,,,,
3114,104.0114486,1.267227668,,,,,,,,
3115,104.0548206,0.998112677,,,,,,,,
3116,104.1107558,1.70703898,,,,,,,,
3117,104.1326107,2.174415675,,,,,,,,
3118,104.1358337,1.277610946,,,,,,,,
3119,104.1677034,2.094610637,,,,,,,,
3120,104.1806176,0.177866194,,,,,,,,
3121,104.2009974,2.604851736,,,,,,,,
3122,104.2171126,1.397644482,,,,,,,,
3123,104.2378767,2.617070069,,,,,,,,
3124,104.2482286,2.879835016,,,,,,,,
3125,104.2937917,2.894631256,,,,,,,,
3126,104.2940508,2.647955019,,,,,,,,
3127,104.2988968,2.893962117,,,,,,,,
3128,104.3444972,3.098060901,,,,,,,,
3129,104.3468878,1.961534016,,,,,,,,
3130,104.3477688,2.825098389,,,,,,,,
3131,104.3487524,2.803877977,,,,,,,,
3132,104.350886,1.947844713,,,,,,,,
3133,104.3517567,0.403678664,,,,,,,,
3134,104.354869,1.294040328,,,,,,,,
3135,104.3559533,0.413700778,,,,,,,,
3136,104.3632666,0.250274574,,,,,,,,
3137,104.373248,0.1730874,,,,,,,,
3138,104.3940232,2.880342304,,,,,,,,
3139,104.4048885,0.36528023,,,,,,,,
3140,104.4074658,3.005822392,,,,,,,,
3141,104.4237875,1.180232298,,,,,,,,
3142,104.4380762,1.031672614,,,,,,,,
3143,104.4388887,2.388917881,,,,,,,,
3144,104.4391289,1.17891845,,,,,,,,
3145,104.4690812,1.823237206,,,,,,,,
3146,104.5363701,0.277347483,,,,,,,,
3147,104.5771554,2.633139359,,,,,,,,
3148,104.6525128,2.347395619,,,,,,,,
3149,104.6697117,1.24160193,,,,,,,,
3150,104.7019475,2.874342832,,,,,,,,
3151,104.7113677,0.06937314,,,,,,,,
3152,104.7116937,2.788068605,,,,,,,,
3153,104.7250031,1.95827398,,,,,,,,
3154,104.7250923,0.442453166,,,,,,,,
3155,104.7286845,2.80091302,,,,,,,,
3156,104.7437623,0.545710413,,,,,,,,
3157,104.7874143,3.104748048,,,,,,,,
3158,104.8597529,0.868749256,,,,,,,,
3159,104.8786299,0.277409112,,,,,,,,
3160,104.9660681,0.438308822,,,,,,,,
3161,104.9788632,0.443139402,,,,,,,,
3162,105.0222635,0.253182958,,,,,,,,
3163,105.0382474,1.257379116,,,,,,,,
3164,105.1198733,1.22745564,,,,,,,,
3165,105.1664788,2.923232753,,,,,,,,
3166,105.1739191,2.792221681,,,,,,,,
