YB,YB_long,YB_lat,8umphotom,12umphotom,24umphotom,70umphotom,8flag1,12flag1,24flag1,70flag1
ID Number,degree,degree,Jy,Jy,Jy,Jy,Saturated,Saturated,Saturated,Saturated
1,-0.041432958,0.167050008,2.21709,0.80691,2.51594,19.10756,0,0,0,0
2,-0.023111213,0.169159859,5.53402,0.46913,,102.5091,0,0,1,0
3,0.040875613,0.020200699,4.13817,,,60.40779,0,1,1,0
4,0.186036858,-0.611813504,0.23123,0.13993,0.81035,5.19222,0,0,0,0
5,0.200750902,-0.513360793,0.47689,0.0809,0.2949,12.94419,0,0,0,0
6,0.209509309,-0.001949522,1.47211,0.37354,,164.25768,0,0,1,0
7,0.279043238,-0.484630374,12.65728,3.15919,,632.52069,0,0,1,0
8,0.313508954,-0.203541295,8.72113,,,795.36263,0,1,1,0
9,0.314133033,-0.192718231,17.53866,,,519.68371,0,1,1,0
10,0.331705943,-0.062484792,4.99364,,,82.57486,0,1,1,0
11,0.336513676,-0.013365488,11.38361,,,69.98185,0,1,1,0
12,0.381538385,0.016557297,5.44369,,,313.60932,0,1,1,0
13,0.410835395,-0.059523745,1.03491,0.93066,,30.03952,0,0,1,0
14,0.467861281,-0.675211245,0.63802,0.06819,0.22766,5.97405,0,0,0,0
15,0.470496721,-0.055056059,5.28835,-0.90852,,93.03956,0,0,1,0
16,0.479391879,0.073992663,1.04932,1.31767,,28.84061,0,0,1,0
17,0.489693602,-0.074343193,14.77775,,,122.32203,0,1,1,0
18,0.503642286,-0.788771411,0.86138,0.2607,2.59831,20.736,0,0,0,0
19,0.528318062,0.181778051,1.44161,0.63058,,256.61335,0,0,1,0
20,0.532688594,0.168534616,0.76576,0.24877,3.47206,47.1825,0,0,0,0
21,0.534372743,-0.082052388,9.87888,,,117.82808,0,1,1,0
22,0.544797809,-0.84227851,0.99941,0.16857,,14.6147,0,0,1,0
23,0.545292155,-0.847688094,-0.91217,,,-511.9438,0,1,1,0
24,0.546447128,-0.851175796,4.91736,,,2719.80238,0,1,1,0
25,0.551001286,-0.85213406,2.84215,,,109.43766,0,1,1,0
26,0.563255078,-0.854075899,10.66253,,,288.68899,0,1,1,0
27,0.582542191,-0.870940308,1.86643,,,10.98133,0,1,1,0
28,0.591257836,0.049896932,0.32465,0.43345,11.24298,28.48443,0,0,0,0
29,0.602098065,-0.050016751,9.59873,,,721.68005,0,1,1,0
30,0.630839294,-0.027189752,3.72578,0.8224,,234.46238,0,0,1,0
31,0.640261431,-0.112105302,2.42637,0.34722,,23.56887,0,0,1,0
32,0.65488722,-0.068756682,0.24623,0.12455,2.2444,14.11461,0,0,0,0
33,0.666360945,-0.050347657,0.52846,0.18471,,38.56863,0,0,1,0
34,0.669359903,-0.035040541,1.37899,0.62004,,7635.05551,0,0,1,0
35,0.681024796,-0.034553308,0.73786,0.17607,5.20442,130.8552,0,0,0,0
36,0.692672725,-0.045339289,1.19742,0.78896,,268.17717,0,0,1,0
37,0.697988603,-0.050771984,0.2354,0.4057,,12.87122,0,0,1,0
38,0.835652994,0.18474578,0.76111,0.23705,3.44166,94.63031,0,0,0,0
39,0.88404305,0.054338056,0.2137,0.02414,0.06613,6.84677,0,0,0,0
40,1.005403724,-0.235483031,0.30867,0.0464,0.91883,39.3919,0,0,0,0
41,1.049377923,-0.069734324,0.18013,0.03952,0.30643,8.6934,0,0,0,0
42,1.125983211,-0.106474644,18.35457,,,813.70336,0,1,1,0
43,1.12828771,-0.360356185,0.12211,0.00748,0.05682,6.58341,0,0,0,0
44,1.138340057,0.807983763,0.90771,0.68447,6.7615,59.35465,0,0,0,0
45,1.143067838,-0.27625245,0.18304,0.03486,0.0826,1.98867,0,0,0,0
46,1.329646872,0.15175732,2.9579,1.33092,9.50434,72.14719,0,0,0,0
47,1.332022513,0.088246889,0.41364,0.16642,1.36002,28.72832,0,0,0,0
48,1.391253124,0.074623929,0.62071,0.1199,0.85483,32.47752,0,0,0,0
49,1.396006803,-0.006568036,0.36337,0.10958,1.93364,79.36779,0,0,0,0
50,1.488544167,-0.199085854,1.51855,0.53657,3.07807,111.35728,0,0,0,0
51,1.66328647,-0.077360405,0.25924,0.06723,0.09852,3.92825,0,0,0,0
52,1.911844773,-0.272348666,0.35996,0.25709,0.39393,16.45117,0,0,0,0
53,2.084284099,-0.577030864,0.4013,0.19109,0.6066,5.53914,0,0,0,0
54,2.141216406,0.009256721,1.08218,0.37998,5.94594,262.03709,0,0,0,0
55,2.246406972,-0.674982519,2.34193,0.53834,3.09688,38.32289,0,0,0,0
56,2.255621289,0.231755642,0.70027,0.30495,3.2226,34.17419,0,0,0,0
57,2.308571783,0.227413056,0.35646,0.53144,,25.2865,0,0,1,0
58,2.402792243,0.068591367,2.76275,1.20492,,99.45853,0,0,1,0
59,2.405961455,0.062304577,0.29539,0.11438,1.23058,6.849,0,0,0,0
60,2.44419918,0.130975133,0.51653,0.09795,0.40441,10.21058,0,0,0,0
61,2.502895351,-0.044406174,0.49861,0.10096,0.69879,24.61768,0,0,0,0
62,2.590061761,0.126997043,1.46541,0.98119,1.65369,0.79997,0,0,0,0
63,2.61405845,0.133350863,3.90046,1.06223,,338.00463,0,0,1,0
64,2.67676297,0.031424145,0.06003,0.04066,0.22353,3.60521,0,0,0,0
65,2.683329201,0.137807888,1.7705,0.25789,2.93411,56.81665,0,0,0,0
66,2.699731438,-0.059206487,0.34558,0.11307,0.19749,9.80468,0,0,0,0
67,2.736494419,-0.081789268,0.30377,0.15509,0.82737,21.40715,0,0,0,0
68,2.887527785,0.276793425,0.29673,0.10286,0.45005,12.95035,0,0,0,0
69,2.893489083,0.023687762,0.89179,0.45469,6.14165,63.00216,0,0,0,0
70,2.962397653,-0.057400563,1.08164,0.30658,1.26817,54.16305,0,0,0,0
71,3.207519135,-0.10739046,0.25863,0.06718,0.69815,30.20762,0,0,0,0
72,3.245422582,-0.089460781,0.41962,0.0533,0.6326,17.2435,0,0,0,0
73,3.24948384,-0.08490331,0.15157,0.03981,0.44088,12.89319,0,0,0,0
74,3.315251639,-0.41699331,0.85287,0.2007,0.73492,11.31764,0,0,0,0
75,3.349619341,-0.078058481,4.8848,,,584.54657,0,1,1,0
76,3.393429587,0.879851488,0.57191,0.21281,0.75656,6.908,0,0,0,0
77,3.395180016,0.89407371,0.3809,0.13307,0.22976,3.25259,0,0,0,0
78,3.554929253,-0.808051912,0.66319,0.11973,0.26321,6.52308,0,0,0,0
79,3.555624765,-0.798866599,0.22055,0.05935,0.10389,2.66784,0,0,0,0
80,3.564975768,0.173661713,0.10623,0.03734,0.08634,4.01249,0,0,0,0
81,3.579924515,-0.227534776,0.12564,0.01728,0.11807,2.99133,0,0,0,0
82,3.644235525,-0.21682119,0.15927,0.02683,0.06699,3.49276,0,0,0,0
83,3.649007952,0.088001115,0.12982,0.08743,0.31786,5.32346,0,0,0,0
84,3.649621177,-0.126232518,0.17463,0.00463,0.16084,14.69803,0,0,0,0
85,3.660843944,-0.113249653,0.56005,0.32355,4.39941,66.4534,0,0,0,0
86,3.689552727,-0.27045263,1.15947,0.22972,1.02724,14.84049,0,0,0,0
87,3.720380205,0.01508827,1.16013,0.55152,4.39024,69.65426,0,0,0,0
88,3.741250307,0.022807223,0.29706,0.08466,0.60329,12.9491,0,0,0,0
89,3.765597406,0.039270823,0.24534,0.09761,0.35726,9.05108,0,0,0,0
90,3.830031796,-0.138432824,1.22256,0.38299,6.60007,18.89611,0,0,0,0
91,3.91197972,-0.000527707,1.25435,0.54812,7.16604,232.51794,0,0,0,0
92,3.92713793,-0.116284552,1.04798,1.09972,,59.45973,0,0,1,0
93,3.935777002,-0.003676443,1.46403,0.64815,2.96003,33.36059,0,0,0,0
94,3.943835694,0.004602282,0.62203,0.27308,0.9066,8.44746,0,0,0,0
95,3.960926782,-0.111714875,0.17282,0.04157,0.17011,5.52735,0,0,0,0
96,4.000051471,0.337639313,7.25525,1.60379,,130.00917,0,0,1,0
97,4.014450999,-0.034105823,1.17514,0.11142,,11.42273,0,0,1,0
98,4.144971064,-1.032935219,0.13442,0.0409,0.0414,0.02022,0,0,0,0
99,4.166939914,-0.187173142,0.25021,0.07885,0.17473,7.61802,0,0,0,0
100,4.195249064,-0.051305843,1.8399,0.70461,2.68765,67.08663,0,0,0,0
101,4.201830305,-0.028413637,0.75493,0.37831,0.72569,32.51128,0,0,0,0
102,4.2851269,0.03249735,0.41639,0.18453,0.87677,19.18929,0,0,0,0
103,4.332963268,-0.195332813,0.2399,0.02615,0.06156,6.63736,0,0,0,0
104,4.389266461,-0.358680289,0.24667,0.083,0.19849,7.04852,0,0,0,0
105,4.400519656,-0.332653644,0.43627,0.17667,0.13343,0.08365,0,0,0,0
106,4.402762393,-0.358423829,0.41539,0.11152,0.27126,6.97158,0,0,0,0
107,4.415523985,0.125639033,0.83814,-0.01826,,79.51425,0,0,1,0
108,4.493305264,-0.949898386,0.39573,0.13679,0.07883,0.05587,0,0,0,0
109,4.499263932,-0.949862011,0.18749,0.03394,0.19675,0.22181,0,0,0,0
110,4.53312522,0.3614807,1.09677,0.27497,0.53219,15.66959,0,0,0,0
111,4.564817992,-0.129521848,5.25814,1.1249,4.29023,2.2056,0,0,0,0
112,4.610319405,0.179272841,0.29429,0.063,0.17488,10.55685,0,0,0,0
113,4.716393147,-0.011474385,0.12381,0.01527,0.07011,4.26435,0,0,0,0
114,4.823156887,-0.074981552,0.1106,0.04011,0.14162,4.37869,0,0,0,0
115,4.886872709,0.045221296,0.31157,0.11718,0.50019,9.0403,0,0,0,0
116,4.985417289,-1.390043464,0.28418,0.00715,0.10968,,0,0,0,1
117,5.033804599,0.141742885,0.09056,0.0064,0.02264,1.85108,0,0,0,0
118,5.037973341,0.143216887,0.26395,0.04178,0.07736,2.91858,0,0,0,0
119,5.0482606,-0.194286952,1.00502,0.32335,2.12691,26.65161,0,0,0,0
120,5.06016756,-0.274515762,0.15151,0.30196,1.73044,17.60019,0,0,0,0
121,5.065884093,-0.043484565,0.23799,0.08894,0.15737,4.52787,0,0,0,0
122,5.075599989,-0.093427428,0.35468,0.10785,0.89172,25.0521,0,0,0,0
123,5.107032972,-0.107105488,0.47444,0.18285,1.03953,13.39345,0,0,0,0
124,5.175448497,0.233764397,3.08447,1.3788,4.554,1.1197,0,0,0,0
125,5.186578979,-0.082574732,0.96245,0.33643,2.94024,39.29063,0,0,0,0
126,5.190226579,-0.283771418,0.83421,0.52304,3.63409,50.71818,0,0,0,0
127,5.204252754,-0.036484591,0.37629,0.13948,2.90619,27.6419,0,0,0,0
128,5.305111102,-0.009479675,0.16651,0.05203,0.13175,4.30976,0,0,0,0
129,5.305652796,0.066112394,0.36322,0.11926,0.38396,2.25601,0,0,0,0
130,5.310109036,0.070987536,0.2597,0.04541,0.15217,6.31356,0,0,0,0
131,5.402021668,-0.271454444,0.57688,0.44148,2.21373,15.04152,0,0,0,0
132,5.475547599,-0.244474286,6.74729,,,280.56381,0,1,1,0
133,5.493276956,-0.103363093,0.2769,0.12151,0.32605,13.12207,0,0,0,0
134,5.528547726,0.139237553,0.22998,0.03248,0.08155,4.78581,0,0,0,0
135,5.544084716,-0.213412428,0.56884,0.23651,0.6683,21.72061,0,0,0,0
136,5.585344251,-0.379394949,1.46439,0.34161,1.26349,41.96212,0,0,0,0
137,5.590378474,-0.243614775,0.36432,0.14348,0.52762,10.93694,0,0,0,0
138,5.629761883,-0.292747463,1.3523,0.60456,3.81297,108.17151,0,0,0,0
139,5.63329979,0.239131249,9.85562,0.57996,,203.01586,0,0,1,0
140,5.706008552,-0.12659597,0.66936,0.17516,0.36634,11.47375,0,0,0,0
141,5.836503814,-0.513830094,1.51235,0.39202,5.0037,46.43456,0,0,0,0
142,5.841939895,-0.515627908,3.99573,0.62883,3.59214,47.34712,0,0,0,0
143,5.855313698,0.355007695,0.1998,0.1035,0.50638,10.81766,0,0,0,0
144,5.867890675,0.523250091,0.32245,0.11935,0.19364,5.40367,0,0,0,0
145,5.882788179,-0.397958234,3.99973,,,-302.93365,0,1,1,0
146,5.885140712,-0.606357732,0.17175,0.18838,0.31433,3.35839,0,0,0,0
147,5.892527991,-0.290668936,0.88139,0.26757,1.53397,43.5795,0,0,0,0
148,5.897463646,-0.442152036,14.18187,,,764.87142,0,1,1,0
149,5.903745541,-0.357690434,2.00846,1.09902,5.12322,64.48185,0,0,0,0
150,5.905821677,0.094460989,0.27033,0.15441,0.18564,6.97434,0,0,0,0
151,5.931169918,-0.084324707,0.28464,0.03372,0.24705,9.98068,0,0,0,0
152,5.944591473,-0.137650249,1.93068,0.40412,0.58947,32.04635,0,0,0,0
153,6.044407915,0.316149179,2.13083,0.66302,3.27502,55.63629,0,0,0,0
154,6.126476068,-0.629668198,0.54727,0.47134,5.7758,93.36027,0,0,0,0
155,6.157553195,-0.070844578,0.2399,0.04219,0.09315,7.93573,0,0,0,0
156,6.191131969,-0.363940912,2.06173,0.72994,3.71252,39.64954,0,0,0,0
157,6.218108049,-0.582879279,1.33241,0.65819,3.56372,22.5093,0,0,0,0
158,6.222309787,-0.046731695,0.36606,0.12442,0.52153,18.37263,0,0,0,0
159,6.259562786,-0.281795907,0.87366,0.38863,1.09611,13.8802,0,0,0,0
160,6.344553133,-0.01274757,0.23551,0.10687,0.65162,6.87406,0,0,0,0
161,6.3589344,-0.82353885,0.17563,0.11702,0.2727,4.05362,0,0,0,0
162,6.364533763,-0.053770888,2.99985,2.26511,14.94432,151.85358,0,0,0,0
163,6.552608318,-0.094379684,8.3665,,,455.603,0,1,1,0
164,6.590317814,0.246113354,0.06256,0.03276,0.03811,1.29551,0,0,0,0
165,6.614399238,0.138618894,0.683,0.30415,0.64298,20.69039,0,0,0,0
166,6.786257719,0.226324163,0.24475,0.22968,0.60206,20.97638,0,0,0,0
167,6.787389665,-0.018396582,0.08238,0.05349,0.19755,4.21162,0,0,0,0
168,6.824553309,-0.019487104,0.54129,0.22293,0.96339,21.69252,0,0,0,0
169,6.825967715,-0.221818604,0.38518,0.12087,0.84103,15.85426,0,0,0,0
170,6.836510082,0.022060727,0.16273,0.07993,0.64645,8.01317,0,0,0,0
171,6.930741846,0.165749415,1.24434,0.49307,1.53653,46.72536,0,0,0,0
172,6.978418431,-0.088710423,0.52578,0.11969,0.17072,0.11668,0,0,0,0
173,6.989129252,0.194013682,0.21341,0.07932,0.27357,5.36456,0,0,0,0
174,7.009733881,0.734618826,0.3483,0.07911,0.45691,8.77819,0,0,0,0
175,7.011050311,-0.254626187,3.55562,1.05203,3.90169,147.04069,0,0,0,0
176,7.014544598,-0.252183655,2.13378,0.47513,1.60918,26.49422,0,0,0,0
177,7.033384943,0.725450634,0.64577,0.26621,2.42822,16.38299,0,0,0,0
178,7.033511897,0.74870386,0.09546,0.01548,0.03447,1.03909,0,0,0,0
179,7.115920375,0.719917344,0.08226,0.03629,0.06009,2.51068,0,0,0,0
180,7.177079551,0.08488821,0.60763,0.25528,6.15301,76.73104,0,0,0,0
181,7.206223165,0.2423116,0.71062,0.46045,2.60151,40.52249,0,0,0,0
182,7.256843434,0.566852566,0.18923,0.09684,0.15594,4.31375,0,0,0,0
183,7.260670988,-0.51796226,0.24522,0.04924,0.07121,0.90417,0,0,0,0
184,7.262066215,-0.534141522,0.25321,0.08723,0.18337,2.71852,0,0,0,0
185,7.265817792,0.184783361,0.62782,0.5003,5.70022,95.3851,0,0,0,0
186,7.290237062,-0.174114524,3.23817,1.02734,2.63391,40.88145,0,0,0,0
187,7.31741907,0.034183738,0.1337,0.09014,0.50745,6.07119,0,0,0,0
188,7.350849109,0.033894375,0.5895,0.24495,0.76535,36.16323,0,0,0,0
189,7.398654376,-0.160937868,0.43541,0.11399,0.27749,5.27334,0,0,0,0
190,7.420144697,0.366369688,0.3755,0.30448,2.07403,36.75463,0,0,0,0
191,7.425853201,0.287364605,0.22299,0.09584,0.12691,4.83645,0,0,0,0
192,7.4379514,0.383050138,0.2699,0.20494,2.3383,20.49439,0,0,0,0
193,7.446691362,-0.16217658,2.32609,0.69856,2.76394,0.86778,0,0,0,0
194,7.470070584,0.06384913,0.10886,0.01337,,2.77577,0,0,1,0
195,7.470614498,0.058455446,1.17786,0.59816,,253.24106,0,0,1,0
196,7.473645483,0.063995476,0.70055,0.14543,,62.01072,0,0,1,0
197,7.475464812,0.611394844,0.27507,0.11912,0.78681,13.37006,0,0,0,0
198,7.506389888,0.401140318,0.69889,0.2957,3.7574,83.54908,0,0,0,0
199,7.508560734,-0.226505081,0.34616,0.04222,0.1706,10.34444,0,0,0,0
200,7.517189201,0.201433614,0.06847,0.05899,0.12238,4.09449,0,0,0,0
201,7.525711934,0.390513112,1.74777,0.75204,3.238,40.86072,0,0,0,0
202,7.612391855,-0.109077866,0.69552,0.1864,0.73316,25.17586,0,0,0,0
203,7.635780871,-0.149181457,0.67328,0.21249,2.241,34.94639,0,0,0,0
204,7.650497464,-0.16241679,0.22799,0.07874,0.14055,5.68623,0,0,0,0
205,7.797451405,-0.123943169,0.56694,0.19135,0.92428,23.78302,0,0,0,0
206,7.816687341,-0.461466224,0.28884,0.26347,0.84524,26.65068,0,0,0,0
207,7.927843615,-0.397589555,0.12869,0.15103,0.60214,11.04837,0,0,0,0
208,7.971898654,-0.36924607,0.34887,0.12443,0.38691,11.8744,0,0,0,0
209,7.978885047,-0.359017649,0.87066,0.41307,2.43357,47.6156,0,0,0,0
210,8.00467516,-0.13482207,0.34831,0.05792,0.37359,6.48385,0,0,0,0
211,8.122158367,0.132723649,3.46816,1.69725,6.3035,53.42465,0,0,0,0
212,8.139100577,-0.027739961,2.49229,1.44802,8.21859,100.43042,0,0,0,0
213,8.140946778,0.223943197,10.90099,,,774.71834,0,1,1,0
214,8.171644221,-0.080192473,0.25045,0.05073,0.15983,11.91648,0,0,0,0
215,8.202831732,-0.034326527,0.22576,0.05777,0.20461,5.95189,0,0,0,0
216,8.250312671,-0.44045114,0.08554,0.33914,4.63321,6.94035,0,0,0,0
217,8.276045771,0.50673307,0.14718,0.00539,0.0554,1.0458,0,0,0,0
218,8.344919176,0.063834203,0.02875,0.10417,3.57714,1.6044,0,0,0,0
219,8.346045232,-0.322695301,0.88157,,,4.13113,0,1,1,0
220,8.350542061,-0.318640512,10.24179,,,296.57942,0,1,1,0
221,8.375737539,-0.347530303,4.50723,,,189.56305,0,1,1,0
222,8.377418307,-0.352582934,2.40306,,,79.23629,0,1,1,0
223,8.393239344,0.176171339,0.14869,0.11833,0.14894,5.67272,0,0,0,0
224,8.470775486,-0.26444895,3.59079,0.55847,5.51505,91.02116,0,0,0,0
225,8.562721514,-0.681517223,2.58235,0.52532,2.6961,62.76449,0,0,0,0
226,8.589225891,-0.227785798,0.10101,0.0335,0.11802,2.14865,0,0,0,0
227,8.613808789,0.294755862,0.16183,0.01751,0.16591,4.45138,0,0,0,0
228,8.641761032,-0.117327909,0.08285,0.15012,0.90197,3.28744,0,0,0,0
229,8.661889503,-0.342608828,8.43864,,,249.09627,0,1,1,0
230,8.668165195,-0.351930953,1.61079,0.40527,13.05142,1168.37215,0,0,0,0
231,8.696277636,-0.177270081,3.46741,1.17583,1.8989,16.72595,0,0,0,0
232,8.739498663,-0.398583994,0.54003,0.19337,0.3473,7.7354,0,0,0,0
233,8.74409555,-0.388426612,0.15826,0.04026,0.10429,5.06444,0,0,0,0
234,8.814985803,-0.373181327,0.08124,0.03547,0.25178,5.89969,0,0,0,0
235,8.827205762,-0.026070928,0.4686,0.06695,0.7576,10.74226,0,0,0,0
236,8.872864686,-0.319493892,0.48687,0.3569,3.07148,13.77597,0,0,0,0
237,9.210506774,-0.20450933,1.1085,0.19096,1.30271,24.75675,0,0,0,0
238,9.228738683,0.027446212,4.09234,0.91889,3.27804,0.87895,0,0,0,0
239,9.240254875,-0.190962327,0.9155,0.23463,0.54281,8.68392,0,0,0,0
240,9.332135929,0.86191206,0.14879,0.05133,0.24262,0.97645,0,0,0,0
241,9.386836791,-0.134754516,0.17228,0.06656,0.3929,6.91019,0,0,0,0
242,9.403841225,-0.091222556,0.92648,0.70286,5.18535,48.82078,0,0,0,0
243,9.475807555,0.165721479,0.11026,0.04632,0.13802,0.98962,0,0,0,0
244,9.482511209,-0.232817375,0.22578,0.08213,0.18512,5.50531,0,0,0,0
245,9.596936204,0.166091089,1.02712,0.37372,6.76281,26.62264,0,0,0,0
246,9.597825464,0.198939856,2.28751,0.53659,7.90082,45.86967,0,0,0,0
247,9.615715724,0.196450216,12.81557,,,2533.32975,0,1,1,0
248,9.623380438,-0.709564179,1.16342,0.17009,1.3746,23.47777,0,0,0,0
249,9.661231435,0.588684886,0.27724,0.15966,3.17749,8.83457,0,0,0,0
250,9.711845905,-0.221491319,0.14633,0.01942,0.04219,2.11242,0,0,0,0
251,9.8608196,-0.736122644,0.64746,0.22281,2.26134,29.75183,0,0,0,0
252,9.874835948,-0.747538643,20.07467,3.48749,,624.14298,0,0,1,0
253,9.926915326,-0.747802707,6.32835,1.14369,,136.17723,0,0,1,0
254,9.957559996,-0.122910743,0.34926,0.38593,2.23127,13.33374,0,0,0,0
255,9.963449773,0.068650014,0.21756,0.16705,0.36759,12.36727,0,0,0,0
256,9.968084974,-0.209427816,0.36674,0.13798,0.44633,11.20861,0,0,0,0
257,9.997621506,-0.033098314,1.98029,0.80805,6.03466,70.26945,0,0,0,0
258,10.00057182,-0.751536119,1.64115,0.4973,3.4451,26.18344,0,0,0,0
259,10.00273408,-0.786410846,0.62082,0.23745,1.38491,14.69817,0,0,0,0
260,10.0425717,-0.064755677,0.15393,0.06182,0.1523,7.70288,0,0,0,0
261,10.05872566,-0.070980902,0.2682,0.06912,0.35503,4.64977,0,0,0,0
262,10.06622894,-0.168306576,0.13065,0.04696,0.49815,9.91002,0,0,0,0
263,10.09358115,0.05552924,0.15178,0.0342,0.10656,4.08591,0,0,0,0
264,10.15967977,-0.379888309,1.18932,,,61.1605,0,1,1,0
265,10.18559485,-0.395372886,2.91587,1.31111,,57.83276,0,0,1,0
266,10.19997848,-0.464112829,0.78912,0.25243,0.55977,1.14826,0,0,0,0
267,10.21115576,0.42920575,4.55635,1.63823,16.70662,39.53126,0,0,0,0
268,10.23808498,0.114226426,1.08851,0.17828,1.9557,41.3045,0,0,0,0
269,10.24143848,0.116773782,0.28449,0.01838,0.21404,6.09891,0,0,0,0
270,10.26480926,0.074433899,0.38772,0.06071,0.18284,12.14278,0,0,0,0
271,10.28688331,-0.108709023,0.39058,0.07719,1.17086,23.84967,0,0,0,0
272,10.29157516,-0.130640889,4.56638,,18.3398,247.16993,0,1,0,0
273,10.2941937,-0.144340607,1.98471,,,43.58655,0,1,1,0
274,10.29479318,-0.158432938,0.55317,,,11.88995,0,1,1,0
275,10.31542485,0.141788568,0.10169,0.08864,0.37897,6.08566,0,0,0,0
276,10.31953686,-0.261059996,0.85611,0.11831,1.7654,165.55325,0,0,0,0
277,10.31995437,-0.233587934,2.68765,1.39876,9.35793,142.94174,0,0,0,0
278,10.32065103,-0.156682785,18.80529,,,830.16297,0,1,1,0
279,10.39236751,0.539269199,2.62631,1.4219,,57.26765,0,0,1,0
280,10.44054349,0.011112609,0.85728,1.32043,12.74375,91.8179,0,0,0,0
281,10.46062839,0.034093187,0.9407,0.35609,5.70099,102.49064,0,0,0,0
282,10.46872893,0.023543036,0.22754,0.02311,,1.58111,0,0,1,0
283,10.47251872,0.026755535,0.77189,0.82235,,3259.25042,0,0,1,0
284,10.57004699,-0.04381791,0.12988,0.0403,0.09288,3.92793,0,0,0,0
285,10.5979246,-0.383544504,5.65987,,,235.01414,0,1,1,0
286,10.60875959,-0.028744789,0.11968,0.04981,0.42029,9.51483,0,0,0,0
287,10.61926642,-0.380317791,0.53242,0.03049,,-116.92401,0,0,1,0
288,10.62249038,-0.38246038,3.23283,1.0582,,6074.92844,0,0,1,0
289,10.62515586,-0.379985235,0.66809,0.03432,,-149.02767,0,0,1,0
290,10.62624072,-0.372609513,0.60953,0.14258,3.87543,54.25482,0,0,0,0
291,10.62901122,-0.33800498,6.16887,1.38958,,305.83644,0,0,1,0
292,10.63075975,-0.38588624,1.49154,0.41927,,90.55828,0,0,1,0
293,10.67102058,-0.210254903,1.52911,0.417,1.50446,55.74939,0,0,0,0
294,10.67440243,-0.024889078,0.09625,0.01889,0.20196,7.26404,0,0,0,0
295,10.67874135,-0.031100069,0.36241,0.05729,0.43002,7.37633,0,0,0,0
296,10.68047698,-0.027417291,0.13969,0.00594,0.15121,31.84035,0,0,0,0
297,10.68341653,-0.026025022,0.14288,0.00508,0.15442,5.01227,0,0,0,0
298,10.75197636,-0.368433504,0.12104,0.03482,0.13215,2.39917,0,0,0,0
299,10.752044,0.056094137,1.15697,0.30698,0.48445,18.23472,0,0,0,0
300,10.77464181,-0.045335307,0.06597,0.03423,0.06356,3.13161,0,0,0,0
301,10.8253811,-0.103267849,0.40839,0.12358,0.81188,16.88927,0,0,0,0
302,10.82542752,-0.009139438,1.2737,0.67869,3.3831,84.96674,0,0,0,0
303,10.85674653,0.063838731,1.0258,0.35519,0.73227,28.98314,0,0,0,0
304,10.88618006,-0.049401619,0.33164,0.11152,0.18487,10.22628,0,0,0,0
305,10.96495475,0.009027635,0.93649,1.86476,,154.73989,0,0,1,0
306,10.97040262,0.134114388,0.44997,0.17727,0.5599,39.56833,0,0,0,0
307,10.99288919,-0.369966058,2.59006,0.77314,1.80854,65.09077,0,0,0,0
308,11.03371997,0.063525339,1.6668,1.57975,,350.37553,0,0,1,0
309,11.07305282,-0.228466005,0.57151,0.68105,9.45263,16.18575,0,0,0,0
310,11.111339,-0.400237224,5.36836,2.092,,524.80879,0,0,1,0
311,11.17175466,-0.065454727,1.08625,0.88473,5.38485,89.74819,0,0,0,0
312,11.27430656,-0.052018518,0.36585,0.15225,0.28168,11.38471,0,0,0,0
313,11.2817794,0.202882665,0.09869,0.01986,0.0915,3.09547,0,0,0,0
314,11.32537143,0.660432174,0.09024,0.02477,0.0651,1.08669,0,0,0,0
315,11.33489717,0.058309725,0.41307,0.12697,0.32295,6.89852,0,0,0,0
316,11.56010203,-0.10532095,0.12618,0.02106,0.0924,2.55262,0,0,0,0
317,11.5961265,-0.128062335,0.12202,0.05423,0.24666,8.1874,0,0,0,0
318,11.6539069,-0.211223067,0.17829,0.05063,0.29945,6.1195,0,0,0,0
319,11.68475665,-0.201517167,0.09595,0.04663,0.12975,3.96191,0,0,0,0
320,11.68721942,-0.226532064,0.40123,0.18671,0.59196,28.62701,0,0,0,0
321,11.74250222,-0.232645874,0.73825,0.20837,0.53971,27.64627,0,0,0,0
322,11.74739949,-0.136305791,0.89378,0.23338,1.80296,19.26716,0,0,0,0
323,11.7520497,-0.150573151,0.44283,0.07655,0.75454,20.43591,0,0,0,0
324,11.75859533,-0.150477575,0.37112,0.17866,3.93812,44.59414,0,0,0,0
325,11.76817499,-0.032348938,0.31331,0.0574,0.18413,7.02811,0,0,0,0
326,11.77173868,-0.040823796,0.5508,0.12093,0.95443,31.56404,0,0,0,0
327,11.77358331,-0.072209633,0.54876,0.07289,0.21654,16.59373,0,0,0,0
328,11.77889885,0.178224549,0.54915,0.28448,0.37529,4.41239,0,0,0,0
329,11.81973172,0.836222562,0.48065,0.16759,3.36557,18.03698,0,0,0,0
330,11.89184654,-0.217492236,0.17527,0.0935,0.69975,27.25256,0,0,0,0
331,11.90142326,0.726605262,1.39163,0.56501,2.86611,0.45002,0,0,0,0
332,11.92898106,0.760095785,0.5471,0.09457,0.71637,7.20392,0,0,0,0
333,11.93732169,-0.614619007,8.1529,0.72468,,1365.62784,0,0,1,0
334,11.94663014,-0.036098353,6.41755,,,500.76788,0,1,1,0
335,11.94828051,-0.596960208,0.15119,0.02311,0.06529,1.02784,0,0,0,0
